0.154221,0.134644,0.086528,0.232544,0.152100,0.105835,0.219360,0.204590,0.165527,0.106628
0.119797,0.307983,0.135030,0.241455,0.288086,0.182983,0.266113,0.208130,0.191081,0.168579
0.123779,0.199829,0.088352,0.322021,0.203064,0.129028,0.183350,0.187988,0.167074,0.325928
0.179810,0.120361,0.083679,0.239990,0.112244,0.077148,0.138672,0.127319,0.160278,0.342285
0.148773,0.187561,0.102590,0.250732,0.162903,0.112244,0.130981,0.152954,0.152588,0.201660
0.143509,0.306519,0.129235,0.240356,0.268433,0.301758,0.207397,0.189697,0.184163,0.270264
0.145218,0.183777,0.099186,0.156494,0.174500,0.262451,0.246826,0.150269,0.181234,0.140015
0.140411,0.123505,0.099128,0.146240,0.097015,0.135498,0.299805,0.121094,0.157756,0.108337
0.145416,0.177368,0.121582,0.136597,0.132874,0.141846,0.159180,0.178955,0.171427,0.087769
0.141449,0.261536,0.163869,0.186279,0.245850,0.292236,0.158081,0.249390,0.208659,0.115784
0.158569,0.196838,0.109287,0.187256,0.191711,0.246338,0.137085,0.175903,0.189697,0.322266
0.222534,0.090485,0.241726,0.068359,0.096497,0.093872,0.183472,0.182983,0.151265,0.117371
0.212006,0.083466,0.162428,0.089478,0.132690,0.107239,0.121704,0.134033,0.146444,0.120728
0.233521,0.121857,0.128235,0.161865,0.182495,0.134277,0.101318,0.199219,0.186198,0.139893
0.218811,0.090790,0.129340,0.155151,0.148987,0.113098,0.080200,0.183105,0.176147,0.130249
0.198273,0.080597,0.243245,0.119019,0.115662,0.104492,0.078247,0.160400,0.154744,0.118896
0.143936,0.132019,0.257107,0.075378,0.171326,0.119751,0.095581,0.155396,0.163940,0.122437
0.130692,0.248291,0.210002,0.083069,0.249573,0.166504,0.184937,0.245972,0.221436,0.155884
0.168671,0.162170,0.221842,0.064514,0.142639,0.142456,0.249756,0.208740,0.189779,0.158325
0.206635,0.151001,0.333713,0.186035,0.113647,0.103088,0.247437,0.121643,0.163778,0.155029
0.135437,0.180725,0.209595,0.148560,0.172729,0.120239,0.215820,0.144287,0.166829,0.133057
0.133514,0.233093,0.149943,0.128296,0.270020,0.273193,0.142456,0.199463,0.206909,0.148438
0.215607,0.181580,0.180603,0.061401,0.184753,0.296631,0.121277,0.135254,0.189982,0.125366
0.230133,0.135681,0.338406,0.040894,0.105896,0.082825,0.100220,0.130981,0.165934,0.124268
0.162720,0.175720,0.211141,0.075256,0.152222,0.120972,0.125488,0.179810,0.172852,0.135986
0.147522,0.266357,0.143687,0.151001,0.238586,0.324219,0.175659,0.233765,0.210978,0.146851
0.247894,0.200806,0.210720,0.178223,0.158356,0.292969,0.253418,0.172485,0.172241,0.151489
0.179810,0.089355,0.071320,0.174072,0.120758,0.092346,0.111450,0.157104,0.157471,0.297607
0.162994,0.091278,0.084076,0.083008,0.155701,0.094543,0.097046,0.165894,0.159139,0.105286
0.155273,0.138367,0.113749,0.141602,0.210266,0.143555,0.112183,0.173340,0.183553,0.097900
0.187683,0.081268,0.084052,0.219238,0.170166,0.101868,0.158936,0.184692,0.164510,0.122986
0.183746,0.084076,0.071479,0.161011,0.125427,0.083069,0.172852,0.168823,0.156657,0.149780
0.143036,0.130676,0.094876,0.133301,0.159241,0.106384,0.234985,0.186768,0.165365,0.147583
0.120193,0.305054,0.139984,0.319824,0.246948,0.179932,0.252930,0.217773,0.188436,0.180176
0.145615,0.195801,0.090963,0.395996,0.198486,0.124817,0.185547,0.186401,0.158895,0.367432
0.169510,0.121887,0.079709,0.196777,0.113159,0.085327,0.113647,0.128418,0.172201,0.284424
0.160797,0.179688,0.094527,0.329346,0.164795,0.132446,0.111328,0.145874,0.165894,0.151245
0.148407,0.308472,0.128805,0.181396,0.245544,0.324951,0.233765,0.162842,0.184652,0.249390
0.131119,0.188965,0.105767,0.159424,0.172852,0.276367,0.289307,0.134277,0.181519,0.175903
0.144684,0.123047,0.096514,0.153076,0.101532,0.107605,0.228394,0.125854,0.178304,0.101440
0.160934,0.156067,0.103141,0.129272,0.155090,0.143677,0.171753,0.180542,0.182129,0.067749
0.152084,0.274048,0.163879,0.179565,0.261292,0.318359,0.171509,0.237305,0.197103,0.111206
0.141922,0.221680,0.110311,0.142578,0.191650,0.266846,0.132935,0.171387,0.185465,0.332764
0.201508,0.082916,0.233100,0.061279,0.128082,0.104187,0.195190,0.197876,0.153524,0.111938
0.180817,0.084808,0.162598,0.081726,0.133972,0.113464,0.130737,0.156006,0.147949,0.101685
0.213440,0.126160,0.125878,0.164185,0.190186,0.131714,0.128418,0.209229,0.191813,0.136719
0.216156,0.085144,0.123830,0.153809,0.158081,0.118286,0.114502,0.181641,0.173503,0.131348
0.177673,0.078522,0.238308,0.124695,0.124695,0.105469,0.104980,0.171143,0.150146,0.120300
0.120560,0.137207,0.261990,0.092773,0.149841,0.120178,0.130737,0.175903,0.161499,0.124634
0.120651,0.243835,0.214030,0.099182,0.203247,0.170654,0.184570,0.240967,0.213257,0.161865
0.176392,0.160217,0.207235,0.073792,0.174194,0.136597,0.240845,0.191772,0.179688,0.153198
0.191132,0.141846,0.326755,0.173096,0.142151,0.080505,0.235840,0.126221,0.161580,0.211304
0.130875,0.178406,0.212999,0.159424,0.165466,0.115601,0.174805,0.153442,0.177409,0.141113
0.159088,0.252014,0.168715,0.189331,0.237732,0.211060,0.143188,0.193481,0.205444,0.153687
0.240997,0.178772,0.204692,0.078369,0.179321,0.221802,0.111938,0.142944,0.181315,0.128662
0.201721,0.124237,0.336453,0.041962,0.132416,0.082214,0.115540,0.116577,0.162882,0.115845
0.140533,0.174744,0.219618,0.047699,0.157898,0.123718,0.100952,0.162476,0.186401,0.118408
0.178986,0.265503,0.141463,0.157837,0.223083,0.335938,0.142456,0.247925,0.211914,0.136230
0.279663,0.199646,0.205716,0.248169,0.178040,0.302734,0.241577,0.158691,0.166585,0.184570
