-0.063812,0.096649,0.046377,-0.118286,-0.102905,-0.121399,0.045258,-0.030228,0.101664,0.058319
0.010963,-0.006517,-0.003132,-0.078552,0.006145,-0.000604,0.006691,0.036041,0.054321,-0.009270
-0.061043,0.094727,0.043328,-0.076904,-0.139526,-0.092407,0.022659,0.063293,0.000532,0.068787
0.003572,0.000364,0.000826,-0.030136,0.052139,0.006924,-0.010925,-0.018311,0.058706,0.011856
-0.057976,0.038570,0.045191,-0.046509,-0.191589,-0.069702,0.019104,0.001310,0.039285,0.076538
0.009001,-0.003595,-0.006910,-0.014992,0.031265,-0.012306,-0.018356,0.008278,0.020851,0.017609
-0.052650,0.089752,0.039432,-0.015007,-0.094421,-0.112427,-0.002792,-0.041046,0.022683,0.073120
0.009088,0.002571,0.004222,-0.013008,0.023544,-0.008148,0.002609,-0.012711,0.021131,-0.002546
-0.053329,0.083221,0.041737,-0.046448,-0.107269,-0.068237,-0.029831,-0.008820,0.000992,0.074280
0.002671,0.008884,-0.005018,-0.022858,-0.010276,0.005592,0.011803,-0.001640,0.006743,-0.008873
-0.052841,0.076996,0.043971,-0.061096,-0.036880,-0.057983,-0.051910,0.045654,0.030581,0.062683
0.000210,-0.007699,-0.004413,-0.024780,0.023516,-0.019989,0.019257,0.082703,0.006841,-0.003925
-0.040138,0.003387,0.053080,-0.050629,-0.016411,-0.168945,-0.074524,0.095764,0.008028,0.070374
0.011367,0.001570,-0.014017,0.009949,0.019913,-0.017868,0.000879,0.181763,0.009481,0.005116
-0.045170,0.086639,0.065878,-0.007805,-0.041901,-0.032715,-0.046936,0.052856,-0.007085,0.047302
0.007313,0.003806,-0.007056,-0.006634,0.004660,-0.001529,-0.007336,0.182007,0.016528,-0.017471
-0.063232,0.056427,0.061166,0.004593,-0.035837,-0.107910,-0.137207,0.051971,-0.003571,0.045715
0.027118,-0.000893,-0.004543,-0.012222,0.000522,-0.005707,0.247437,0.118530,0.011121,0.004200
-0.062084,0.029884,0.062857,0.019287,0.003455,-0.069946,-0.028046,-0.015640,0.021568,0.032379
0.011864,-0.016777,0.001055,-0.014053,-0.013040,-0.003435,-0.114319,0.064270,0.012199,-0.003113
-0.042813,0.088226,0.050148,0.046448,0.026161,-0.031342,-0.025726,0.036133,-0.045654,0.044983
-0.011766,-0.000778,0.009638,0.020691,-0.013359,0.000143,-0.096802,0.028534,-0.011960,0.012665
-0.063286,-0.034531,0.065458,0.027267,0.015638,-0.017868,-0.006599,0.013664,-0.045308,0.057129
0.007990,-0.015228,0.008412,0.021606,-0.000971,-0.000416,-0.063782,0.003489,-0.030174,0.034454
-0.057999,0.008516,0.047365,0.086487,0.018684,-0.006081,0.005562,-0.034210,-0.049906,0.066223
0.003520,-0.014085,-0.002205,-0.015320,-0.011807,0.000032,-0.011528,-0.002899,-0.031237,0.066040
-0.059483,-0.003529,0.043813,0.074951,0.050632,-0.011696,0.006874,-0.000518,-0.129395,0.040070
0.018461,-0.017035,-0.008305,0.009918,-0.007925,-0.000186,0.011658,0.003237,-0.057302,0.025970
-0.070602,0.008471,0.037086,0.108337,0.017342,-0.012856,0.011185,0.004658,-0.077296,0.064941
0.013065,-0.022666,-0.008164,0.049225,-0.002321,-0.000150,0.034210,0.015602,-0.075073,0.026642
-0.056709,0.030668,0.023123,0.094543,0.011640,-0.011963,0.024384,0.026764,-0.088074,0.057465
0.022735,-0.009983,-0.002815,0.077271,-0.000197,0.000309,0.057037,-0.007320,-0.091471,0.001466
0.155197,0.091095,0.077955,0.285645,0.107880,0.080078,0.149292,0.159180,0.153158,0.326660
0.161499,0.085938,0.096391,0.130127,0.128845,0.088806,0.105896,0.155640,0.155884,0.111755
0.134491,0.135498,0.111491,0.126099,0.217529,0.131714,0.122131,0.169800,0.178670,0.120972
0.151382,0.109985,0.077315,0.201172,0.127594,0.097473,0.147583,0.172363,0.169515,0.105347
0.163330,0.086243,0.068034,0.261963,0.079926,0.078491,0.148315,0.161987,0.161743,0.107117
