-0.063812,0.096649,0.046377,-0.118286,-0.102905,-0.121399,0.045258,-0.030228,0.101664,0.058319,-0.012574,0.032532,0.009336,0.001287,0.103333,-0.044769,-0.010409,-0.068604,-0.072998,0.087494,-0.000149,-0.030731,0.022446,0.066658,-0.000528,0.107422,0.071135,0.017763,-0.008408,0.018278,-0.001220,-0.031677,0.014999,0.000124,-0.004302,0.024325,-0.011866,0.014801,0.066895,0.054718,0.004863,-0.012839,0.009094,-0.000084,-0.041565,-0.011772,-0.000010,-0.090271,0.197998,0.032593
0.010963,-0.006517,-0.003132,-0.078552,0.006145,-0.000604,0.006691,0.036041,0.054321,-0.009270,0.004497,-0.036377,-0.005842,-0.002582,0.001110,-0.038371,0.005104,-0.016273,-0.016571,-0.012753,-0.000085,0.002640,0.038483,-0.000998,-0.021057,-0.024689,0.023694,0.019780,0.036285,-0.001351,0.017938,-0.010826,0.005342,-0.000073,0.002270,0.024446,-0.045975,0.019913,0.129272,0.016251,0.000137,-0.054779,0.007866,-0.000086,-0.029831,0.005566,-0.006804,0.000515,-0.008476,-0.031067
-0.061043,0.094727,0.043328,-0.076904,-0.139526,-0.092407,0.022659,0.063293,0.000532,0.068787,-0.004046,0.005913,0.008911,-0.000978,0.106506,-0.047095,-0.018187,-0.028236,-0.072327,0.101685,-0.000041,0.092773,0.010582,0.067032,-0.016891,-0.122498,0.070327,0.031349,-0.003553,0.055092,0.008978,-0.053833,-0.019211,-0.000380,-0.004069,0.027623,-0.024319,0.010841,-0.015244,0.056152,0.012879,-0.031754,0.007843,0.002850,0.013794,-0.016235,-0.009754,-0.105957,0.061462,0.040253
0.003572,0.000364,0.000826,-0.030136,0.052139,0.006924,-0.010925,-0.018311,0.058706,0.011856,0.001689,-0.040466,0.006517,0.000494,0.022514,-0.016018,0.002739,-0.012903,-0.017868,-0.005846,0.000010,-0.000087,-0.008720,0.005247,-0.015961,-0.043274,0.001397,0.018286,0.017624,-0.000452,0.026150,-0.016510,0.002949,-0.000026,-0.001084,-0.054127,-0.019289,0.018250,0.037567,0.022217,0.000576,-0.059207,0.008232,0.001736,-0.045380,0.005573,-0.006762,-0.001408,-0.005074,0.002403
-0.057976,0.038570,0.045191,-0.046509,-0.191589,-0.069702,0.019104,0.001310,0.039285,0.076538,0.000208,-0.007385,0.019175,0.000249,0.106262,-0.049499,-0.029047,-0.045174,-0.076111,0.083069,-0.002424,-0.020630,0.027283,0.062637,-0.003332,0.136108,0.054602,0.021216,-0.000804,0.020981,0.013365,-0.077454,-0.021120,-0.011177,-0.002806,0.026675,-0.012076,0.011467,0.007206,-0.050354,0.015641,-0.026306,0.006477,0.003138,0.001436,0.049866,0.041000,-0.022736,0.156738,0.022202
0.009001,-0.003595,-0.006910,-0.014992,0.031265,-0.012306,-0.018356,0.008278,0.020851,0.017609,0.004936,-0.055908,0.007350,-0.000184,0.008900,0.007969,-0.000396,-0.002110,-0.014641,0.003606,-0.001208,-0.000753,-0.008904,0.012668,-0.008560,-0.022827,0.006507,0.034160,0.005630,-0.000259,0.030280,-0.003597,0.004978,0.000245,-0.000396,-0.109091,-0.028732,0.009315,0.021271,-0.000938,0.005495,-0.060040,0.006466,0.001298,-0.001440,0.010452,0.009336,0.026428,-0.005203,-0.010818
-0.052650,0.089752,0.039432,-0.015007,-0.094421,-0.112427,-0.002792,-0.041046,0.022683,0.073120,-0.018845,-0.007225,0.033592,0.000860,0.122314,-0.056448,-0.042131,-0.049927,-0.070862,0.060013,-0.065674,-0.002748,0.036438,0.063271,-0.002911,-0.092529,0.046663,0.014584,0.006550,0.024460,0.022902,-0.097168,0.062610,-0.014351,-0.009552,0.017726,-0.007915,0.018433,-0.012161,0.005928,0.023050,-0.050964,0.000115,-0.002966,-0.003799,0.028793,0.064224,-0.019058,0.122437,-0.026871
0.009088,0.002571,0.004222,-0.013008,0.023544,-0.008148,0.002609,-0.012711,0.021131,-0.002546,0.010257,-0.091064,0.000596,-0.011326,-0.003916,0.020746,-0.000735,-0.008595,-0.003033,-0.005033,-0.033112,0.000093,-0.007225,0.006311,-0.014908,-0.034424,0.002714,0.029530,-0.008034,0.000091,0.049515,0.007744,0.014530,0.000106,-0.005945,-0.070079,-0.048477,-0.002554,0.020889,0.001137,0.011320,-0.040472,0.000003,0.003475,-0.037445,0.004169,-0.015326,0.008011,0.012154,0.006104
-0.053329,0.083221,0.041737,-0.046448,-0.107269,-0.068237,-0.029831,-0.008820,0.000992,0.074280,-0.024130,-0.022812,0.046251,-0.014668,0.107971,-0.045420,-0.050854,-0.041824,-0.063354,0.068878,-0.064819,0.020630,0.044037,0.063721,-0.006020,0.057526,0.049656,0.027020,0.011185,0.033908,0.038066,-0.110352,0.036507,0.007484,-0.003317,0.015016,0.009953,0.055756,-0.048523,-0.050934,0.030462,-0.028261,0.005890,0.008194,-0.055023,0.008720,-0.024261,-0.024292,0.150024,-0.048187
0.002671,0.008884,-0.005018,-0.022858,-0.010276,0.005592,0.011803,-0.001640,0.006743,-0.008873,0.004863,-0.123108,-0.004117,-0.000899,0.010271,0.000177,-0.001434,-0.002550,0.000877,0.005613,-0.027512,-0.002834,-0.004932,0.001572,-0.022018,-0.031464,0.011413,0.053824,-0.012047,0.001047,0.065720,-0.005333,0.009211,-0.002300,-0.002205,-0.053937,-0.027189,-0.046295,0.016281,-0.003746,0.000443,-0.045294,0.008904,0.001491,-0.044983,0.011765,0.018482,0.011414,-0.005257,0.008232
-0.052841,0.076996,0.043971,-0.061096,-0.036880,-0.057983,-0.051910,0.045654,0.030581,0.062683,-0.021597,-0.011749,0.061707,-0.016519,0.116669,-0.036696,-0.057063,-0.064438,-0.065735,0.069916,-0.070068,-0.054779,0.067688,0.065857,-0.002092,-0.052460,0.048914,0.036295,0.017273,0.021133,-0.003751,-0.145996,0.024643,0.018280,-0.003152,0.007960,0.003197,0.048157,-0.055573,0.000641,0.030224,-0.023935,-0.001911,0.036041,-0.027771,0.018112,0.040086,-0.082886,0.080261,-0.062317
0.000210,-0.007699,-0.004413,-0.024780,0.023516,-0.019989,0.019257,0.082703,0.006841,-0.003925,0.006242,-0.162476,0.000775,0.001113,-0.007687,0.009630,-0.002621,-0.003885,-0.007011,0.018663,-0.005154,-0.000023,-0.006279,-0.003876,-0.030106,-0.024231,0.012975,0.053860,-0.007767,0.000115,0.071625,-0.011787,0.003096,-0.012428,-0.001734,-0.059952,-0.051857,-0.050262,-0.010895,0.007221,-0.003640,-0.018838,0.033295,-0.000481,-0.008980,-0.032410,0.005672,0.004505,-0.004833,0.025620
