-0.063812,0.096649,0.046377,-0.118286,-0.102905,-0.121399,0.045258,-0.030228,0.101664,0.058319,-0.012574,0.032532,0.009336,0.001287,0.103333,-0.044769,-0.010409,-0.068604,-0.072998,0.087494,-0.000149,-0.030731,0.022446,0.066658,-0.000528,0.107422,0.071135,0.017763,-0.008408,0.018278,-0.001220,-0.031677,0.014999,0.000124,-0.004302,0.024325,-0.011866,0.014801,0.066895,0.054718,0.004863,-0.012839,0.009094,-0.000084,-0.041565,-0.011772,-0.000010,-0.090271,0.197998,0.032593,-0.012207,-0.079590,0.128540,0.055603,-0.151978,0.001006,0.002150,-0.015808,-0.218872,0.059135,-0.034912,-0.019806,0.052891,0.019356,0.025092,0.008343,0.115743,0.061581,-0.056885,-0.041873,-0.298340,-0.040506,-0.033143,0.053375,-0.047004,-0.023224,0.003948,-0.003840,-0.047821,0.000206,-0.065460,0.000014,-0.007416,0.001417,-0.002699,0.067123,-0.035431,-0.063133,-0.006577,0.056305,-0.008636,0.000169,-0.134186,-0.001141,0.013695,-0.032928,0.000000,0.024612,0.112366,-0.069702
0.010963,-0.006517,-0.003132,-0.078552,0.006145,-0.000604,0.006691,0.036041,0.054321,-0.009270,0.004497,-0.036377,-0.005842,-0.002582,0.001110,-0.038371,0.005104,-0.016273,-0.016571,-0.012753,-0.000085,0.002640,0.038483,-0.000998,-0.021057,-0.024689,0.023694,0.019780,0.036285,-0.001351,0.017938,-0.010826,0.005342,-0.000073,0.002270,0.024446,-0.045975,0.019913,0.129272,0.016251,0.000137,-0.054779,0.007866,-0.000086,-0.029831,0.005566,-0.006804,0.000515,-0.008476,-0.031067,0.072754,-0.143677,-0.028397,-0.023331,-0.016068,-0.046907,0.005871,0.013580,-0.009857,0.003546,0.067932,0.032990,-0.011159,0.001203,-0.023577,0.007463,0.007032,-0.000101,-0.002133,0.029881,-0.025436,-0.018697,-0.007118,-0.020816,-0.005964,-0.006828,-0.044526,0.042659,0.080383,0.000471,-0.006870,-0.000162,-0.110168,0.000127,0.003343,-0.037018,-0.047546,0.010712,-0.036987,-0.088806,0.049713,-0.003174,0.010189,-0.000650,-0.013513,-0.014610,0.000000,0.002880,-0.041840,0.000643
-0.061043,0.094727,0.043328,-0.076904,-0.139526,-0.092407,0.022659,0.063293,0.000532,0.068787,-0.004046,0.005913,0.008911,-0.000978,0.106506,-0.047095,-0.018187,-0.028236,-0.072327,0.101685,-0.000041,0.092773,0.010582,0.067032,-0.016891,-0.122498,0.070327,0.031349,-0.003553,0.055092,0.008978,-0.053833,-0.019211,-0.000380,-0.004069,0.027623,-0.024319,0.010841,-0.015244,0.056152,0.012879,-0.031754,0.007843,0.002850,0.013794,-0.016235,-0.009754,-0.105957,0.061462,0.040253,-0.040771,-0.086914,0.099915,0.051880,-0.126587,-0.006032,0.004562,-0.027649,-0.139160,0.022194,-0.033508,-0.037445,0.050348,0.027913,0.021832,0.013784,0.106710,0.075781,-0.081818,-0.037083,-0.291016,-0.037281,-0.022557,0.051371,-0.038551,-0.017567,0.002847,-0.014624,-0.040619,-0.000437,-0.062012,0.000011,0.008831,0.002954,-0.008605,0.029766,0.052155,-0.057274,-0.019943,0.060852,0.027557,-0.007904,-0.136024,0.009666,-0.016817,-0.060059,0.000000,0.020981,0.114685,-0.097717
0.003572,0.000364,0.000826,-0.030136,0.052139,0.006924,-0.010925,-0.018311,0.058706,0.011856,0.001689,-0.040466,0.006517,0.000494,0.022514,-0.016018,0.002739,-0.012903,-0.017868,-0.005846,0.000010,-0.000087,-0.008720,0.005247,-0.015961,-0.043274,0.001397,0.018286,0.017624,-0.000452,0.026150,-0.016510,0.002949,-0.000026,-0.001084,-0.054127,-0.019289,0.018250,0.037567,0.022217,0.000576,-0.059207,0.008232,0.001736,-0.045380,0.005573,-0.006762,-0.001408,-0.005074,0.002403,-0.022095,-0.116882,-0.027481,-0.015373,0.035736,-0.037830,-0.001651,0.017395,-0.012688,-0.009515,0.067383,0.045502,-0.015916,0.009609,-0.004074,0.015171,-0.004225,0.002387,0.002178,0.058518,0.008980,-0.023912,-0.010937,-0.002419,-0.005460,-0.012640,-0.088084,0.053265,0.042938,-0.000460,-0.002917,-0.000143,-0.139587,0.000630,-0.000799,-0.038058,-0.011726,0.000979,0.011909,-0.078491,0.040222,0.000715,-0.002826,-0.000976,-0.018627,-0.024048,0.000000,-0.005829,0.003298,-0.005283
-0.057976,0.038570,0.045191,-0.046509,-0.191589,-0.069702,0.019104,0.001310,0.039285,0.076538,0.000208,-0.007385,0.019175,0.000249,0.106262,-0.049499,-0.029047,-0.045174,-0.076111,0.083069,-0.002424,-0.020630,0.027283,0.062637,-0.003332,0.136108,0.054602,0.021216,-0.000804,0.020981,0.013365,-0.077454,-0.021120,-0.011177,-0.002806,0.026675,-0.012076,0.011467,0.007206,-0.050354,0.015641,-0.026306,0.006477,0.003138,0.001436,0.049866,0.041000,-0.022736,0.156738,0.022202,-0.058868,-0.091614,0.048584,0.065674,-0.087891,0.005602,0.013774,-0.062683,-0.094971,0.013201,-0.011879,-0.061157,0.032228,0.045845,0.010158,0.003528,0.048222,0.059883,-0.080612,-0.020726,-0.218872,-0.048313,-0.032832,0.056580,-0.037210,-0.002475,0.039904,0.000811,0.010193,-0.000185,-0.062744,-0.004871,0.013077,0.050169,-0.003923,0.042313,0.063843,-0.056587,-0.019531,0.065796,0.023926,-0.009544,-0.105164,-0.002867,0.001907,-0.096069,-0.000002,0.068787,0.080750,0.008392
0.009001,-0.003595,-0.006910,-0.014992,0.031265,-0.012306,-0.018356,0.008278,0.020851,0.017609,0.004936,-0.055908,0.007350,-0.000184,0.008900,0.007969,-0.000396,-0.002110,-0.014641,0.003606,-0.001208,-0.000753,-0.008904,0.012668,-0.008560,-0.022827,0.006507,0.034160,0.005630,-0.000259,0.030280,-0.003597,0.004978,0.000245,-0.000396,-0.109091,-0.028732,0.009315,0.021271,-0.000938,0.005495,-0.060040,0.006466,0.001298,-0.001440,0.010452,0.009336,0.026428,-0.005203,-0.010818,0.039948,-0.098816,0.005856,-0.013786,0.044861,-0.029427,0.008352,0.045868,-0.020691,-0.011309,-0.006664,0.075562,-0.000512,0.034185,-0.002838,0.013777,-0.022635,-0.006411,0.002285,0.081602,-0.004253,-0.030389,-0.012245,-0.008060,-0.006649,-0.004441,-0.105812,0.025357,0.094849,0.003933,-0.005879,-0.045227,-0.113037,0.003251,0.000676,-0.029314,-0.002663,-0.005084,0.061249,-0.052917,0.070923,0.003391,0.004439,0.003279,-0.023586,-0.033295,-0.000025,-0.013695,-0.022430,-0.003168
-0.052650,0.089752,0.039432,-0.015007,-0.094421,-0.112427,-0.002792,-0.041046,0.022683,0.073120,-0.018845,-0.007225,0.033592,0.000860,0.122314,-0.056448,-0.042131,-0.049927,-0.070862,0.060013,-0.065674,-0.002748,0.036438,0.063271,-0.002911,-0.092529,0.046663,0.014584,0.006550,0.024460,0.022902,-0.097168,0.062610,-0.014351,-0.009552,0.017726,-0.007915,0.018433,-0.012161,0.005928,0.023050,-0.050964,0.000115,-0.002966,-0.003799,0.028793,0.064224,-0.019058,0.122437,-0.026871,-0.045013,-0.096375,0.026993,0.083862,-0.064087,0.000264,0.019396,0.043213,-0.043030,0.023012,0.010597,-0.024155,0.025630,0.073963,0.000618,0.004114,0.042699,0.077314,-0.068893,0.008886,-0.029541,-0.066227,-0.043296,0.062917,-0.038199,-0.006197,0.034938,-0.008835,0.000399,0.003267,-0.062668,0.035583,-0.003006,0.059151,-0.006006,0.055995,-0.084229,-0.060432,-0.023087,0.059601,0.020203,-0.014549,-0.082657,0.000326,-0.002332,-0.145630,-0.000134,0.090759,0.058319,-0.096802
0.009088,0.002571,0.004222,-0.013008,0.023544,-0.008148,0.002609,-0.012711,0.021131,-0.002546,0.010257,-0.091064,0.000596,-0.011326,-0.003916,0.020746,-0.000735,-0.008595,-0.003033,-0.005033,-0.033112,0.000093,-0.007225,0.006311,-0.014908,-0.034424,0.002714,0.029530,-0.008034,0.000091,0.049515,0.007744,0.014530,0.000106,-0.005945,-0.070079,-0.048477,-0.002554,0.020889,0.001137,0.011320,-0.040472,0.000003,0.003475,-0.037445,0.004169,-0.015326,0.008011,0.012154,0.006104,0.030334,-0.083679,0.027405,-0.014877,0.033264,-0.031637,0.009385,0.085144,-0.031128,0.000160,-0.036438,0.071533,-0.013577,0.020593,0.012238,0.029320,-0.051270,-0.008243,-0.000988,0.076499,0.027771,-0.033954,-0.024753,-0.011861,0.010240,-0.000427,-0.078720,0.041680,0.016876,-0.001616,-0.003966,-0.249268,-0.071705,0.002545,0.014357,-0.043116,0.000618,-0.012779,0.099792,-0.032990,0.053040,0.000259,0.009550,-0.005226,-0.021774,-0.030594,-0.000306,-0.007717,-0.041687,0.004383
-0.053329,0.083221,0.041737,-0.046448,-0.107269,-0.068237,-0.029831,-0.008820,0.000992,0.074280,-0.024130,-0.022812,0.046251,-0.014668,0.107971,-0.045420,-0.050854,-0.041824,-0.063354,0.068878,-0.064819,0.020630,0.044037,0.063721,-0.006020,0.057526,0.049656,0.027020,0.011185,0.033908,0.038066,-0.110352,0.036507,0.007484,-0.003317,0.015016,0.009953,0.055756,-0.048523,-0.050934,0.030462,-0.028261,0.005890,0.008194,-0.055023,0.008720,-0.024261,-0.024292,0.150024,-0.048187,-0.014137,-0.107178,0.002563,0.130981,-0.020325,-0.024971,0.000519,0.025574,-0.010750,0.003220,0.020554,-0.021454,0.015209,0.089996,-0.037167,0.033826,0.045959,0.044719,-0.082367,0.017617,-0.027496,-0.066607,-0.050977,0.055959,-0.036700,-0.001080,0.060711,-0.020355,-0.041656,-0.001296,-0.062714,0.043335,0.017986,0.102280,-0.005140,0.013687,-0.136597,-0.059296,-0.014671,0.053864,0.016983,-0.039093,-0.097251,-0.002916,-0.004342,-0.172363,-0.003138,0.086975,0.052216,0.023376
0.002671,0.008884,-0.005018,-0.022858,-0.010276,0.005592,0.011803,-0.001640,0.006743,-0.008873,0.004863,-0.123108,-0.004117,-0.000899,0.010271,0.000177,-0.001434,-0.002550,0.000877,0.005613,-0.027512,-0.002834,-0.004932,0.001572,-0.022018,-0.031464,0.011413,0.053824,-0.012047,0.001047,0.065720,-0.005333,0.009211,-0.002300,-0.002205,-0.053937,-0.027189,-0.046295,0.016281,-0.003746,0.000443,-0.045294,0.008904,0.001491,-0.044983,0.011765,0.018482,0.011414,-0.005257,0.008232,0.007172,-0.051788,0.014275,-0.010445,-0.007236,-0.040667,0.011259,0.041351,-0.009514,0.000615,-0.083679,0.107422,-0.000247,0.012781,0.037834,0.027353,-0.030918,-0.014673,-0.003676,0.091095,-0.019150,-0.035977,-0.016450,0.014346,0.014200,-0.000284,-0.052327,0.039662,0.023941,-0.001066,-0.005614,-0.210083,-0.062958,-0.010952,0.008124,-0.036481,0.006451,-0.008669,0.135254,-0.009659,0.054657,-0.005825,0.003317,0.011248,-0.012742,-0.022903,-0.001472,-0.007629,-0.023315,-0.003622
